Episode,Total Reward,Fruits Collected,Survival Time
90,-10.3,0,4
91,-10.3,0,4
92,-10.6,0,7
93,89.0,1,11
94,-10.1,0,2
95,-10.5,0,6
96,-11.0,0,11
97,87.90000000000009,1,22
98,-10.9,0,10
99,-11.0,0,11
100,-10.6,0,7
101,-10.4,0,5
102,-10.1,0,2
103,-11.1,0,12
104,-10.3,0,4
105,-10.5,0,6
106,-10.6,0,7
107,-10.9,0,10
108,-11.0,0,11
109,-11.1,0,12
110,-11.2,0,13
111,-11.0,0,11
112,-10.4,0,5
113,-10.9,0,10
114,-10.0,0,1
115,-11.700000000000001,0,18
116,-10.8,0,9
117,-10.8,0,9
118,-10.1,0,2
119,-10.6,0,7
120,-10.3,0,4
121,-10.5,0,6
122,-11.8,0,19
123,-10.0,0,1
124,-10.8,0,9
125,-10.7,0,8
126,-11.0,0,11
127,-10.4,0,5
128,-11.0,0,11
129,-10.1,0,2
130,-10.1,0,2
131,-10.6,0,7
132,-10.0,0,1
133,-11.1,0,12
134,-10.4,0,5
135,-10.9,0,10
136,-10.5,0,6
137,-10.5,0,6
138,-10.1,0,2
139,-11.0,0,11
140,-10.6,0,7
141,-10.0,0,1
142,-10.2,0,3
143,-10.0,0,1
144,-11.0,0,11
145,-10.0,0,1
146,-10.8,0,9
147,-10.0,0,1
148,-10.8,0,9
149,-10.5,0,6
150,-10.3,0,4
151,-10.7,0,8
152,-10.6,0,7
153,-10.5,0,6
154,-11.0,0,11
155,-11.0,0,11
156,-10.7,0,8
157,-10.1,0,2
158,-10.2,0,3
159,-11.0,0,11
160,-10.8,0,9
161,-10.6,0,7
162,-10.3,0,4
163,-10.9,0,10
164,-10.8,0,9
165,-10.0,0,1
166,89.10000000000004,1,10
167,-10.5,0,6
168,-10.6,0,7
169,-10.6,0,7
170,-11.700000000000001,0,18
171,-10.1,0,2
172,-10.3,0,4
173,-10.9,0,10
174,-11.0,0,11
175,-10.5,0,6
176,-10.1,0,2
177,-10.2,0,3
178,-10.4,0,5
179,-10.5,0,6
180,-10.8,0,9
181,-10.7,0,8
182,-10.6,0,7
183,-10.9,0,10
184,-10.6,0,7
185,-10.6,0,7
186,-11.1,0,12
187,-10.9,0,10
188,-10.6,0,7
189,-11.1,0,12
190,-10.7,0,8
191,-10.7,0,8
192,-10.7,0,8
193,-10.0,0,1
194,-10.3,0,4
195,-10.3,0,4
196,-10.5,0,6
197,-10.4,0,5
198,-11.0,0,11
199,-10.7,0,8
200,-10.2,0,3
201,-10.4,0,5
202,-10.6,0,7
203,-10.3,0,4
204,-11.700000000000001,0,18
205,-10.8,0,9
206,-10.8,0,9
207,-10.6,0,7
208,-10.4,0,5
209,-10.6,0,7
210,-10.8,0,9
211,88.90000000000002,1,12
212,-12.0,0,21
213,-10.4,0,5
214,-10.8,0,9
215,89.10000000000004,1,10
216,-10.2,0,3
217,-10.0,0,1
218,-10.0,0,1
219,-10.9,0,10
220,-10.4,0,5
221,-10.8,0,9
222,-11.0,0,11
223,-10.2,0,3
224,-10.5,0,6
225,-10.6,0,7
226,-10.5,0,6
227,-10.3,0,4
228,-10.4,0,5
229,-10.7,0,8
230,-10.2,0,3
231,-10.3,0,4
232,-10.3,0,4
233,-10.4,0,5
234,-10.3,0,4
235,89.20000000000005,1,9
236,-10.5,0,6
237,-10.9,0,10
238,-10.1,0,2
239,-10.7,0,8
240,-10.1,0,2
241,-10.1,0,2
242,-10.0,0,1
243,-11.0,0,11
244,-11.4,0,15
245,-10.9,0,10
246,-10.4,0,5
247,-10.1,0,2
248,-10.3,0,4
249,-10.7,0,8
250,-11.2,0,13
251,-10.5,0,6
252,-10.5,0,6
253,-10.1,0,2
254,89.10000000000004,1,10
255,89.30000000000001,1,8
256,-10.2,0,3
257,-10.5,0,6
258,-11.0,0,11
259,-10.5,0,6
260,89.40000000000003,1,7
261,-10.5,0,6
262,-10.3,0,4
263,-10.0,0,1
264,-10.3,0,4
265,-10.6,0,7
266,-10.7,0,8
267,-10.8,0,9
268,-10.4,0,5
269,-10.0,0,1
270,-11.0,0,11
271,-10.2,0,3
272,-10.7,0,8
273,-10.3,0,4
274,89.10000000000001,1,10
275,-10.3,0,4
276,-11.1,0,12
277,-10.8,0,9
278,-10.3,0,4
279,-10.9,0,10
280,-10.6,0,7
281,-11.0,0,11
282,-10.7,0,8
283,-10.3,0,4
284,-10.1,0,2
285,-10.6,0,7
286,-10.2,0,3
287,88.20000000000005,1,19
288,-10.0,0,1
289,-10.2,0,3
290,-10.8,0,9
291,-10.0,0,1
292,-10.4,0,5
293,-10.9,0,10
294,-10.8,0,9
295,-10.4,0,5
296,-10.0,0,1
297,-10.2,0,3
298,-10.1,0,2
299,-10.1,0,2
300,89.40000000000003,1,7
301,-10.6,0,7
302,-10.8,0,9
303,-10.7,0,8
304,-10.8,0,9
305,-10.5,0,6
306,-10.7,0,8
307,-10.4,0,5
308,-10.3,0,4
309,-11.1,0,12
310,-10.2,0,3
311,-10.3,0,4
312,-10.8,0,9
313,-10.8,0,9
314,-10.3,0,4
315,-10.4,0,5
316,-10.6,0,7
317,-10.7,0,8
318,-10.8,0,9
319,-10.3,0,4
320,-10.4,0,5
321,89.40000000000003,1,7
322,-11.0,0,11
323,-10.0,0,1
324,-10.3,0,4
325,-10.1,0,2
326,-10.1,0,2
327,-10.3,0,4
328,-10.9,0,10
329,-10.2,0,3
330,-11.0,0,11
331,-10.0,0,1
332,-10.3,0,4
333,-10.5,0,6
334,89.20000000000005,1,9
335,-10.2,0,3
336,-10.3,0,4
337,-10.7,0,8
338,-10.8,0,9
339,-10.2,0,3
340,-10.8,0,9
341,-10.6,0,7
342,-10.3,0,4
343,-10.0,0,1
344,-11.0,0,11
345,-10.8,0,9
346,-10.3,0,4
347,-11.0,0,11
348,-10.8,0,9
349,-11.0,0,11
350,-10.2,0,3
351,-10.8,0,9
352,-10.6,0,7
353,-10.9,0,10
354,-10.0,0,1
355,-10.0,0,1
356,-11.0,0,11
357,-10.4,0,5
358,-10.6,0,7
359,-10.5,0,6
360,-10.6,0,7
361,89.80000000000001,1,3
362,-10.6,0,7
363,-10.2,0,3
364,-10.4,0,5
365,-10.5,0,6
366,-10.7,0,8
367,-10.0,0,1
368,-10.0,0,1
369,-10.1,0,2
370,-10.6,0,7
371,-10.1,0,2
372,-10.8,0,9
373,-10.2,0,3
374,-10.3,0,4
375,-10.6,0,7
376,-10.7,0,8
377,-10.2,0,3
378,-10.0,0,1
379,-10.5,0,6
380,-10.1,0,2
381,-10.9,0,10
382,-10.1,0,2
383,-10.4,0,5
384,-11.4,0,15
385,-10.5,0,6
386,-10.8,0,9
387,-10.6,0,7
388,-10.6,0,7
389,-10.8,0,9
390,-10.2,0,3
391,-10.5,0,6
392,-10.1,0,2
393,-10.7,0,8
394,-10.8,0,9
395,-11.6,0,17
396,-10.1,0,2
397,-10.5,0,6
398,-10.3,0,4
399,-10.3,0,4
400,-10.5,0,6
401,-10.4,0,5
402,-10.2,0,3
403,-10.5,0,6
404,-10.7,0,8
405,-10.3,0,4
406,-10.1,0,2
407,88.60000000000004,1,15
408,-10.1,0,2
409,-10.3,0,4
410,-10.5,0,6
411,-10.5,0,6
412,-10.0,0,1
413,-10.6,0,7
414,-10.0,0,1
415,-10.9,0,10
416,-10.7,0,8
417,-10.1,0,2
418,-10.2,0,3
419,-10.4,0,5
420,-10.9,0,10
421,-10.9,0,10
422,-10.4,0,5
423,-10.3,0,4
424,-10.7,0,8
425,-10.5,0,6
426,-10.3,0,4
427,-10.4,0,5
428,89.60000000000001,1,5
429,-10.8,0,9
430,-10.1,0,2
431,-10.3,0,4
432,-10.7,0,8
433,-10.5,0,6
434,-10.8,0,9
435,-10.8,0,9
436,-10.2,0,3
437,-12.100000000000001,0,22
438,-10.6,0,7
439,-10.8,0,9
440,-10.0,0,1
441,-10.5,0,6
442,-10.1,0,2
443,-10.2,0,3
444,-10.8,0,9
445,-10.2,0,3
446,89.60000000000001,1,5
447,-10.9,0,10
448,89.2,1,9
449,-10.8,0,9
450,-10.5,0,6
451,-10.4,0,5
452,-11.3,0,14
453,-10.0,0,1
454,-10.2,0,3
455,-10.4,0,5
456,-10.8,0,9
457,-10.0,0,1
458,-10.1,0,2
459,-10.7,0,8
460,-10.8,0,9
461,-10.4,0,5
462,-10.5,0,6
463,-11.3,0,14
464,-10.4,0,5
465,-10.1,0,2
466,-10.1,0,2
467,-10.1,0,2
468,-10.8,0,9
469,-11.1,0,12
470,-10.3,0,4
471,-10.1,0,2
472,-10.3,0,4
473,-10.4,0,5
474,-10.1,0,2
475,-10.5,0,6
476,-10.1,0,2
477,-10.2,0,3
478,-10.3,0,4
479,-10.1,0,2
480,-10.5,0,6
481,-10.7,0,8
482,-10.6,0,7
483,-10.2,0,3
484,-10.0,0,1
485,-10.9,0,10
486,-10.6,0,7
487,-10.0,0,1
488,-10.4,0,5
489,-10.3,0,4
490,-10.3,0,4
491,-10.5,0,6
492,-10.0,0,1
493,89.40000000000002,1,7
494,-10.4,0,5
495,-10.8,0,9
496,-10.0,0,1
497,-10.3,0,4
498,-10.0,0,1
499,-10.0,0,1
500,89.20000000000005,1,9
501,-10.3,0,4
502,-10.2,0,3
503,-10.8,0,9
504,-10.7,0,8
505,-10.7,0,8
506,-10.3,0,4
507,-10.6,0,7
508,-10.5,0,6
509,89.20000000000005,1,9
510,-10.4,0,5
511,-10.4,0,5
512,-10.4,0,5
513,-10.0,0,1
514,-10.9,0,10
515,89.60000000000001,1,5
516,-10.7,0,8
517,-10.1,0,2
518,-10.9,0,10
519,-10.0,0,1
520,-10.3,0,4
521,-10.8,0,9
522,-10.3,0,4
523,-10.2,0,3
524,-10.4,0,5
525,-10.3,0,4
526,-11.0,0,11
527,89.10000000000001,1,10
528,-10.8,0,9
529,-10.1,0,2
530,-10.6,0,7
531,-10.4,0,5
532,-10.2,0,3
533,-10.0,0,1
534,-10.2,0,3
535,-10.8,0,9
536,-10.5,0,6
537,-10.2,0,3
538,-10.3,0,4
539,-10.3,0,4
540,-10.1,0,2
541,-10.5,0,6
542,-10.0,0,1
543,-10.0,0,1
544,-10.0,0,1
545,-10.0,0,1
546,-10.0,0,1
547,-10.0,0,1
548,89.40000000000002,1,7
549,-10.1,0,2
550,-10.4,0,5
551,-10.4,0,5
552,-10.6,0,7
553,-10.4,0,5
554,-10.3,0,4
555,-10.5,0,6
556,-10.2,0,3
557,-10.4,0,5
558,-10.6,0,7
559,-10.7,0,8
560,-10.2,0,3
561,-10.6,0,7
562,-10.2,0,3
563,-10.1,0,2
564,-10.5,0,6
565,-10.4,0,5
566,-10.2,0,3
567,-10.6,0,7
568,-10.8,0,9
569,-10.4,0,5
570,-10.2,0,3
571,-10.0,0,1
572,-10.0,0,1
573,-10.0,0,1
574,-10.5,0,6
575,-10.3,0,4
576,-10.9,0,10
577,-10.3,0,4
578,-10.4,0,5
579,-10.9,0,10
580,-11.0,0,11
581,-10.1,0,2
582,-10.0,0,1
583,-10.8,0,9
584,-10.8,0,9
585,-10.1,0,2
586,-10.7,0,8
587,-10.7,0,8
588,-10.9,0,10
589,-10.2,0,3
590,-10.0,0,1
591,-10.4,0,5
592,-10.6,0,7
593,-10.3,0,4
594,89.10000000000004,1,10
595,-10.2,0,3
596,-10.0,0,1
597,-10.8,0,9
598,-10.9,0,10
599,-10.0,0,1
600,-11.0,0,11
601,-10.4,0,5
602,-10.4,0,5
603,-10.6,0,7
604,-10.6,0,7
605,-10.9,0,10
606,-10.3,0,4
607,-10.4,0,5
608,-10.3,0,4
609,-10.5,0,6
610,-10.0,0,1
611,-10.9,0,10
612,-10.7,0,8
613,-10.2,0,3
614,-10.8,0,9
615,-10.5,0,6
616,-10.3,0,4
617,-10.9,0,10
618,-10.1,0,2
619,-10.5,0,6
620,-10.2,0,3
621,-10.9,0,10
622,89.20000000000005,1,9
623,-10.1,0,2
624,-10.4,0,5
625,-10.6,0,7
626,-10.0,0,1
627,-10.7,0,8
628,-10.2,0,3
629,-10.5,0,6
630,-10.7,0,8
631,-10.1,0,2
632,-10.0,0,1
633,-10.3,0,4
634,-10.3,0,4
635,-10.2,0,3
636,-10.1,0,2
637,-10.7,0,8
638,-10.4,0,5
639,-10.2,0,3
640,-10.0,0,1
641,-10.4,0,5
642,-10.4,0,5
643,-10.1,0,2
644,-10.5,0,6
645,-10.9,0,10
646,-10.3,0,4
647,-10.2,0,3
648,-10.9,0,10
649,-10.2,0,3
650,-10.9,0,10
651,-10.2,0,3
652,-10.6,0,7
653,-10.2,0,3
654,-10.1,0,2
655,-10.3,0,4
656,89.50000000000001,1,6
657,-10.5,0,6
658,-10.3,0,4
659,89.30000000000001,1,8
660,-10.8,0,9
661,89.70000000000002,1,4
662,89.30000000000003,1,8
663,-10.6,0,7
664,-10.9,0,10
665,-10.5,0,6
666,-10.8,0,9
667,-10.0,0,1
668,-10.3,0,4
669,89.20000000000005,1,9
670,-10.9,0,10
671,-10.2,0,3
672,-10.6,0,7
673,-10.4,0,5
674,-10.4,0,5
675,-10.4,0,5
676,-10.8,0,9
677,-10.6,0,7
678,-10.2,0,3
679,-10.0,0,1
680,-10.8,0,9
681,-10.7,0,8
682,-10.8,0,9
683,-10.8,0,9
684,-10.3,0,4
685,-10.0,0,1
686,-10.3,0,4
687,-10.3,0,4
688,-10.6,0,7
689,-10.9,0,10
690,-10.5,0,6
691,-10.2,0,3
692,-10.1,0,2
693,-10.5,0,6
694,-10.4,0,5
695,-10.2,0,3
696,-10.6,0,7
697,-10.6,0,7
698,-10.1,0,2
699,-10.6,0,7
700,-10.9,0,10
701,-10.4,0,5
702,-10.8,0,9
703,-10.6,0,7
704,-10.4,0,5
705,-10.6,0,7
706,-10.2,0,3
707,-10.3,0,4
708,-10.5,0,6
709,-10.1,0,2
710,-10.6,0,7
711,-10.4,0,5
712,-10.9,0,10
713,-10.2,0,3
714,-10.6,0,7
715,-10.1,0,2
716,-10.0,0,1
717,-10.9,0,10
718,-10.9,0,10
719,-10.1,0,2
720,-10.6,0,7
721,-10.1,0,2
722,-10.3,0,4
723,-11.5,0,16
724,-10.5,0,6
725,-10.0,0,1
726,-10.6,0,7
727,-10.9,0,10
728,-10.2,0,3
729,-10.7,0,8
730,-10.2,0,3
731,-10.3,0,4
732,-10.1,0,2
733,-10.2,0,3
734,-10.2,0,3
735,-10.2,0,3
736,-10.4,0,5
737,-10.6,0,7
738,-10.8,0,9
739,-10.1,0,2
740,-10.5,0,6
741,-10.7,0,8
742,-11.1,0,12
743,-10.4,0,5
744,-10.5,0,6
745,-10.6,0,7
746,-10.0,0,1
747,-10.5,0,6
748,-10.8,0,9
749,-10.9,0,10
750,-10.2,0,3
751,-10.6,0,7
752,-10.8,0,9
753,-10.8,0,9
754,-10.4,0,5
755,-10.3,0,4
756,-10.0,0,1
757,-10.9,0,10
758,-10.7,0,8
759,-10.4,0,5
760,-10.4,0,5
761,-10.8,0,9
762,-10.0,0,1
763,-10.3,0,4
764,-10.3,0,4
765,189.30000000000004,2,8
766,-10.5,0,6
767,-10.1,0,2
768,-10.3,0,4
769,-10.3,0,4
770,-10.9,0,10
771,-10.7,0,8
772,-10.4,0,5
773,-10.5,0,6
774,-10.1,0,2
775,-10.7,0,8
776,-10.0,0,1
777,-10.6,0,7
778,-10.5,0,6
779,-10.9,0,10
780,-10.4,0,5
781,-11.0,0,11
782,-10.5,0,6
783,-10.0,0,1
784,-10.4,0,5
785,-10.7,0,8
786,-10.8,0,9
787,-10.7,0,8
788,-10.1,0,2
789,-10.3,0,4
790,-10.2,0,3
791,-10.6,0,7
792,-10.4,0,5
793,-10.1,0,2
794,-10.8,0,9
795,-10.6,0,7
796,-10.5,0,6
797,-10.2,0,3
798,-10.6,0,7
799,189.10000000000005,2,10
800,-10.5,0,6
801,-10.1,0,2
802,-10.2,0,3
803,89.30000000000003,1,8
804,-10.8,0,9
805,-10.1,0,2
806,-10.1,0,2
807,-10.1,0,2
808,-10.4,0,5
809,-10.5,0,6
810,-10.8,0,9
811,-10.0,0,1
812,-11.0,0,11
813,-10.2,0,3
814,-10.1,0,2
815,-10.2,0,3
816,-10.3,0,4
817,-10.7,0,8
818,-10.8,0,9
819,-10.5,0,6
820,-10.7,0,8
821,-10.4,0,5
822,-10.1,0,2
823,-10.6,0,7
824,-10.4,0,5
825,-10.0,0,1
826,-10.7,0,8
827,-10.9,0,10
828,-10.7,0,8
829,-10.6,0,7
830,-10.3,0,4
831,-10.9,0,10
832,-10.2,0,3
833,-10.1,0,2
834,-10.8,0,9
835,-10.9,0,10
836,-10.1,0,2
837,-10.5,0,6
838,-10.6,0,7
839,-10.8,0,9
840,-10.9,0,10
841,89.10000000000002,1,10
842,-10.8,0,9
843,-10.6,0,7
844,-10.3,0,4
845,-10.7,0,8
846,-10.4,0,5
847,-10.5,0,6
848,-10.7,0,8
849,-10.9,0,10
850,-10.5,0,6
851,-10.7,0,8
852,89.2,1,9
853,-10.9,0,10
854,-10.7,0,8
855,-10.9,0,10
856,-10.5,0,6
857,-10.9,0,10
858,-10.2,0,3
859,-10.9,0,10
860,-10.3,0,4
861,-10.4,0,5
862,-10.6,0,7
863,-10.0,0,1
864,-10.4,0,5
865,-10.5,0,6
866,-10.4,0,5
867,-10.9,0,10
868,-10.0,0,1
869,-10.3,0,4
870,-10.1,0,2
871,-10.2,0,3
872,-10.5,0,6
873,-10.4,0,5
874,-10.1,0,2
875,-10.7,0,8
876,-10.0,0,1
877,-10.6,0,7
878,-10.5,0,6
879,-10.1,0,2
880,-10.7,0,8
881,-10.7,0,8
882,-10.4,0,5
883,-10.9,0,10
884,-10.4,0,5
885,-10.6,0,7
886,-10.3,0,4
887,-10.0,0,1
888,-10.7,0,8
889,-10.9,0,10
890,-10.4,0,5
891,89.80000000000001,1,3
892,-10.9,0,10
893,-10.4,0,5
894,-10.6,0,7
895,-10.4,0,5
896,-10.7,0,8
897,-10.3,0,4
898,-10.0,0,1
899,-10.0,0,1
900,-10.3,0,4
901,-10.0,0,1
902,89.00000000000003,1,11
903,-10.6,0,7
904,-10.4,0,5
905,-10.3,0,4
906,-10.4,0,5
907,-10.0,0,1
908,-10.9,0,10
909,-10.3,0,4
910,-10.0,0,1
911,-10.9,0,10
912,-10.6,0,7
913,-10.7,0,8
914,-10.5,0,6
915,-10.5,0,6
916,89.20000000000005,1,9
917,-10.3,0,4
918,89.30000000000003,1,8
919,-10.0,0,1
920,-10.2,0,3
921,-10.0,0,1
922,-10.3,0,4
923,-10.3,0,4
924,-10.8,0,9
925,-10.1,0,2
926,-10.1,0,2
927,-10.7,0,8
928,-10.3,0,4
929,-10.2,0,3
930,-10.0,0,1
931,-10.9,0,10
932,-10.7,0,8
933,-10.7,0,8
934,-10.2,0,3
935,-10.4,0,5
936,-10.5,0,6
937,-10.3,0,4
938,-10.0,0,1
939,-10.2,0,3
940,-11.2,0,13
941,-10.3,0,4
942,-10.9,0,10
943,-10.0,0,1
944,-10.9,0,10
945,-10.4,0,5
946,-10.9,0,10
947,-10.0,0,1
948,-10.0,0,1
949,-10.4,0,5
950,-10.8,0,9
951,-10.7,0,8
952,-10.6,0,7
953,-10.1,0,2
954,-10.4,0,5
955,-10.1,0,2
956,-10.9,0,10
957,-10.3,0,4
958,-10.4,0,5
959,-10.3,0,4
960,-10.5,0,6
961,89.80000000000001,1,3
962,-10.8,0,9
963,-10.6,0,7
964,-10.5,0,6
965,-10.6,0,7
966,-10.4,0,5
967,-10.6,0,7
968,-10.4,0,5
969,-10.4,0,5
970,-10.3,0,4
971,-10.2,0,3
972,-10.6,0,7
973,-10.3,0,4
974,-10.8,0,9
975,-10.0,0,1
976,-10.6,0,7
977,-10.5,0,6
978,-10.7,0,8
979,-10.7,0,8
980,-10.7,0,8
981,-10.9,0,10
982,-10.6,0,7
983,-10.9,0,10
984,-10.1,0,2
985,-10.1,0,2
986,-10.9,0,10
987,-10.9,0,10
988,-10.5,0,6
989,-10.3,0,4
990,-10.5,0,6
991,-10.0,0,1
992,-10.6,0,7
993,-10.2,0,3
994,-10.4,0,5
995,-10.6,0,7
996,-10.6,0,7
997,-10.4,0,5
998,-10.0,0,1
999,-10.1,0,2
1000,-10.2,0,3
1001,-10.0,0,1
1002,-10.2,0,3
1003,-10.5,0,6
1004,-10.3,0,4
1005,-10.9,0,10
1006,-10.1,0,2
1007,-10.9,0,10
1008,-10.6,0,7
1009,-10.3,0,4
1010,-10.0,0,1
1011,-10.1,0,2
1012,-10.7,0,8
1013,-10.1,0,2
1014,89.10000000000001,1,10
1015,-10.8,0,9
1016,-10.0,0,1
1017,-10.2,0,3
1018,-10.4,0,5
1019,-10.6,0,7
1020,-10.8,0,9
1021,88.60000000000004,1,15
1022,-10.3,0,4
1023,-10.1,0,2
1024,-10.1,0,2
1025,-10.1,0,2
1026,-10.7,0,8
1027,-10.3,0,4
1028,-10.8,0,9
1029,-10.7,0,8
1030,-10.2,0,3
1031,-10.7,0,8
1032,-10.9,0,10
1033,-10.5,0,6
1034,-10.6,0,7
1035,-10.4,0,5
1036,-10.9,0,10
1037,-10.0,0,1
1038,89.30000000000004,1,8
1039,-10.1,0,2
1040,-10.2,0,3
1041,-10.2,0,3
1042,-10.2,0,3
1043,-10.0,0,1
1044,-10.4,0,5
1045,-10.8,0,9
1046,-10.6,0,7
1047,-10.4,0,5
1048,-10.7,0,8
1049,-10.5,0,6
1050,-10.5,0,6
1051,-10.5,0,6
1052,-10.6,0,7
1053,-10.3,0,4
1054,-11.0,0,11
1055,-10.5,0,6
1056,-10.5,0,6
1057,-10.6,0,7
1058,-10.9,0,10
1059,-10.4,0,5
1060,-10.9,0,10
1061,-10.7,0,8
1062,-10.7,0,8
1063,89.60000000000001,1,5
1064,-10.6,0,7
1065,-10.6,0,7
1066,-10.5,0,6
1067,-10.2,0,3
1068,-10.8,0,9
1069,-10.4,0,5
1070,-10.4,0,5
1071,-10.8,0,9
1072,-10.5,0,6
1073,-10.3,0,4
1074,-10.0,0,1
1075,-10.9,0,10
1076,-10.1,0,2
1077,-10.8,0,9
1078,-10.2,0,3
1079,-10.0,0,1
1080,-10.8,0,9
1081,-10.9,0,10
1082,-10.1,0,2
1083,-10.0,0,1
1084,-10.2,0,3
1085,89.4,1,7
1086,-10.9,0,10
1087,-10.0,0,1
1088,-10.6,0,7
1089,-10.6,0,7
1090,-10.5,0,6
1091,-10.7,0,8
1092,-10.4,0,5
1093,-10.6,0,7
1094,89.30000000000001,1,8
1095,-10.7,0,8
1096,-10.3,0,4
1097,-10.7,0,8
1098,-10.7,0,8
1099,-10.5,0,6
1100,-10.1,0,2
1101,-10.5,0,6
1102,-10.0,0,1
1103,-10.8,0,9
1104,-10.2,0,3
1105,-10.5,0,6
1106,-11.1,0,12
1107,-10.6,0,7
1108,88.2000000000001,1,19
1109,-10.5,0,6
1110,-10.3,0,4
1111,-10.4,0,5
1112,-10.2,0,3
1113,-10.1,0,2
1114,-10.3,0,4
1115,-10.4,0,5
1116,-10.0,0,1
1117,-10.9,0,10
1118,-10.0,0,1
1119,-10.7,0,8
1120,189.10000000000005,2,10
1121,-10.3,0,4
1122,-10.0,0,1
1123,-10.8,0,9
1124,-10.5,0,6
1125,-10.8,0,9
1126,-10.8,0,9
1127,-10.3,0,4
1128,-10.2,0,3
1129,-10.1,0,2
1130,-10.2,0,3
1131,-10.5,0,6
1132,-10.1,0,2
1133,-10.3,0,4
1134,-10.9,0,10
1135,-10.5,0,6
1136,-10.1,0,2
1137,-10.7,0,8
1138,-10.6,0,7
1139,-10.8,0,9
1140,-10.0,0,1
1141,-10.4,0,5
1142,-10.3,0,4
1143,-10.5,0,6
1144,-10.3,0,4
1145,-10.7,0,8
1146,-10.7,0,8
1147,-10.2,0,3
1148,-10.5,0,6
1149,-10.2,0,3
1150,-10.1,0,2
1151,-10.6,0,7
1152,89.10000000000005,1,10
1153,-10.9,0,10
1154,-10.9,0,10
1155,-10.8,0,9
1156,-10.9,0,10
1157,-10.0,0,1
1158,-10.3,0,4
1159,-10.2,0,3
1160,89.40000000000002,1,7
1161,89.2,1,9
1162,-10.1,0,2
1163,-10.7,0,8
1164,-10.1,0,2
1165,-10.9,0,10
1166,-10.9,0,10
1167,-10.4,0,5
1168,-10.7,0,8
1169,-10.0,0,1
1170,-10.6,0,7
1171,-10.3,0,4
1172,-10.1,0,2
1173,-10.9,0,10
1174,-10.9,0,10
1175,89.30000000000003,1,8
1176,-10.4,0,5
1177,-10.1,0,2
1178,-10.4,0,5
1179,-10.6,0,7
1180,-10.0,0,1
1181,-11.0,0,11
1182,89.20000000000005,1,9
1183,-10.5,0,6
1184,-10.2,0,3
1185,-10.6,0,7
1186,89.70000000000002,1,4
1187,-10.8,0,9
1188,-10.8,0,9
1189,-10.4,0,5
1190,-10.4,0,5
1191,-10.9,0,10
1192,-10.6,0,7
1193,-10.8,0,9
1194,-10.5,0,6
1195,-10.2,0,3
1196,-10.7,0,8
1197,-10.6,0,7
1198,-10.6,0,7
1199,-10.9,0,10
1200,-10.8,0,9
1201,-10.3,0,4
1202,-10.4,0,5
1203,-10.9,0,10
1204,-10.1,0,2
1205,-10.0,0,1
1206,-10.3,0,4
1207,-10.0,0,1
1208,-10.6,0,7
1209,-10.1,0,2
1210,-10.2,0,3
1211,-10.7,0,8
1212,-10.8,0,9
1213,-10.6,0,7
1214,-10.1,0,2
1215,-10.8,0,9
1216,-10.3,0,4
1217,-10.0,0,1
1218,-10.0,0,1
1219,89.40000000000002,1,7
1220,-10.4,0,5
1221,-10.4,0,5
1222,-10.8,0,9
1223,89.60000000000002,1,5
1224,-10.3,0,4
1225,-10.5,0,6
1226,-10.5,0,6
1227,-10.8,0,9
1228,-10.6,0,7
