Episode,Total Reward,Fruits Collected,Survival Time
268,-10.7,0,8
269,-10.2,0,3
270,-10.5,0,6
271,-10.1,0,2
272,-10.3,0,4
273,-10.8,0,9
274,-10.3,0,4
275,-10.8,0,9
276,-10.9,0,10
277,-11.0,0,11
278,-11.0,0,11
279,-10.8,0,9
280,-10.1,0,2
281,-10.8,0,9
282,88.10000000000005,1,20
283,-10.4,0,5
284,-10.9,0,10
285,-10.5,0,6
286,-10.6,0,7
287,-10.1,0,2
288,-10.6,0,7
289,-10.2,0,3
290,-10.0,0,1
291,-10.7,0,8
292,-10.8,0,9
293,-10.9,0,10
294,-11.0,0,11
295,-10.2,0,3
296,-10.0,0,1
297,-10.0,0,1
298,-10.8,0,9
299,-10.6,0,7
300,-10.1,0,2
301,-10.2,0,3
302,-10.1,0,2
303,-10.1,0,2
304,-10.0,0,1
305,-10.4,0,5
306,-10.5,0,6
307,-11.1,0,12
308,-11.0,0,11
309,-11.5,0,16
310,-10.3,0,4
311,-10.2,0,3
312,-10.5,0,6
313,-10.3,0,4
314,-10.4,0,5
315,-10.7,0,8
316,-10.2,0,3
317,-10.8,0,9
318,-10.7,0,8
319,-10.1,0,2
320,-10.1,0,2
321,-10.0,0,1
322,-10.5,0,6
323,-10.7,0,8
324,-10.3,0,4
325,-10.7,0,8
326,-10.2,0,3
327,-10.7,0,8
328,-10.7,0,8
329,-10.2,0,3
330,89.30000000000001,1,8
331,-10.3,0,4
332,-10.8,0,9
333,-10.0,0,1
334,-10.6,0,7
335,89.40000000000002,1,7
336,-10.2,0,3
337,-10.8,0,9
338,-10.9,0,10
339,-10.4,0,5
340,88.90000000000002,1,12
341,-10.4,0,5
342,-10.2,0,3
343,-10.5,0,6
344,-10.4,0,5
345,-10.3,0,4
346,-10.5,0,6
347,-10.2,0,3
348,-10.2,0,3
349,-10.2,0,3
350,-10.1,0,2
351,-10.4,0,5
352,-10.3,0,4
353,-10.5,0,6
354,-10.9,0,10
355,-10.1,0,2
356,-10.2,0,3
357,-10.2,0,3
358,-10.2,0,3
359,-10.1,0,2
360,-10.8,0,9
361,-10.3,0,4
362,-10.6,0,7
363,-10.9,0,10
364,-10.3,0,4
365,-10.4,0,5
366,-10.0,0,1
367,-10.2,0,3
368,-10.6,0,7
369,-11.1,0,12
370,-10.7,0,8
371,-10.7,0,8
372,-10.6,0,7
373,-10.9,0,10
374,-10.8,0,9
375,-10.5,0,6
376,-10.1,0,2
377,-10.8,0,9
378,-10.5,0,6
379,-10.9,0,10
380,-10.9,0,10
381,-10.9,0,10
382,-10.2,0,3
383,-10.5,0,6
384,-10.2,0,3
385,-10.7,0,8
386,-10.2,0,3
387,-10.4,0,5
388,-10.6,0,7
389,89.20000000000002,1,9
390,-10.8,0,9
391,-10.2,0,3
392,-10.7,0,8
393,-10.1,0,2
394,-10.2,0,3
395,-10.3,0,4
396,-10.9,0,10
397,-10.0,0,1
398,-10.7,0,8
399,-10.3,0,4
400,-10.1,0,2
401,-10.8,0,9
402,-10.2,0,3
403,-10.9,0,10
404,-10.8,0,9
405,-11.0,0,11
406,-10.2,0,3
407,89.40000000000003,1,7
408,-10.2,0,3
409,-10.1,0,2
410,-10.6,0,7
411,-10.6,0,7
412,-10.6,0,7
413,-10.1,0,2
414,-10.2,0,3
415,-10.9,0,10
416,-10.2,0,3
417,-10.6,0,7
418,-10.4,0,5
419,-10.0,0,1
420,-10.7,0,8
421,89.9,1,2
422,-10.2,0,3
423,-10.4,0,5
424,-10.0,0,1
425,-10.0,0,1
426,-10.3,0,4
427,-10.8,0,9
428,-10.1,0,2
429,-10.0,0,1
430,-10.2,0,3
431,-10.2,0,3
432,-10.6,0,7
433,-10.9,0,10
434,-10.1,0,2
435,-10.6,0,7
436,-10.1,0,2
437,-10.0,0,1
438,-10.0,0,1
439,-10.2,0,3
440,-10.1,0,2
441,-10.0,0,1
442,-10.1,0,2
443,-10.9,0,10
444,-10.6,0,7
445,-10.3,0,4
446,-10.8,0,9
447,-10.1,0,2
448,-10.5,0,6
449,-10.1,0,2
450,-10.7,0,8
451,-10.5,0,6
452,-10.0,0,1
453,-11.2,0,13
454,-10.9,0,10
455,-10.2,0,3
456,-10.0,0,1
457,-10.4,0,5
458,-10.7,0,8
459,-10.6,0,7
460,-10.6,0,7
461,-10.7,0,8
462,-10.3,0,4
463,-10.7,0,8
464,-10.5,0,6
465,-10.1,0,2
466,-10.2,0,3
467,-10.9,0,10
468,-10.3,0,4
469,-10.8,0,9
470,-10.2,0,3
471,-10.0,0,1
472,-10.3,0,4
473,-10.6,0,7
474,-10.0,0,1
475,-10.2,0,3
476,-10.4,0,5
477,-10.1,0,2
478,-10.6,0,7
479,-10.3,0,4
480,-10.8,0,9
481,-10.4,0,5
482,-10.5,0,6
483,-10.9,0,10
484,89.7,1,4
485,-10.5,0,6
486,-10.8,0,9
487,-10.4,0,5
488,-10.8,0,9
489,-10.3,0,4
490,-11.1,0,12
491,-10.3,0,4
492,-10.7,0,8
493,-10.1,0,2
494,-10.7,0,8
495,-10.3,0,4
496,-10.3,0,4
497,-10.8,0,9
498,-10.2,0,3
499,-10.8,0,9
500,-10.4,0,5
501,-10.8,0,9
502,-10.3,0,4
503,-10.1,0,2
504,-10.1,0,2
505,-10.7,0,8
506,-10.4,0,5
507,-10.6,0,7
508,-10.8,0,9
509,-10.6,0,7
510,-10.1,0,2
511,-10.5,0,6
512,-10.3,0,4
513,-10.3,0,4
514,-10.7,0,8
515,-10.3,0,4
516,-10.8,0,9
517,-10.6,0,7
518,-10.6,0,7
519,-10.4,0,5
520,-10.0,0,1
521,-10.2,0,3
522,-10.1,0,2
523,-10.4,0,5
524,-10.9,0,10
525,-10.4,0,5
526,-10.1,0,2
527,-10.3,0,4
528,-10.5,0,6
529,-10.3,0,4
530,-10.8,0,9
531,-10.5,0,6
532,-10.1,0,2
533,89.10000000000002,1,10
534,-10.9,0,10
535,-10.4,0,5
536,-10.6,0,7
537,-10.0,0,1
538,-10.9,0,10
539,-10.1,0,2
540,-11.0,0,11
541,-10.4,0,5
542,-10.5,0,6
543,-10.1,0,2
544,-10.3,0,4
545,-10.7,0,8
546,-10.6,0,7
547,-10.8,0,9
548,-10.7,0,8
549,-10.9,0,10
550,-10.6,0,7
551,-10.3,0,4
552,-10.1,0,2
553,-10.5,0,6
554,-10.8,0,9
555,-10.7,0,8
556,-10.0,0,1
557,-10.7,0,8
558,-10.5,0,6
559,-10.7,0,8
560,-10.2,0,3
561,-10.8,0,9
562,-10.7,0,8
563,-10.8,0,9
564,-10.8,0,9
565,-10.3,0,4
566,-10.1,0,2
567,-10.2,0,3
568,-10.1,0,2
569,-10.0,0,1
570,-10.8,0,9
571,-10.7,0,8
572,-10.8,0,9
573,-10.8,0,9
574,-10.4,0,5
575,-11.0,0,11
576,-10.8,0,9
577,-10.3,0,4
578,-10.3,0,4
579,-10.0,0,1
580,-10.8,0,9
581,88.80000000000001,1,13
582,-10.5,0,6
583,89.30000000000003,1,8
584,-10.3,0,4
585,-10.5,0,6
586,-10.3,0,4
587,-10.0,0,1
588,-10.6,0,7
589,-10.0,0,1
590,-10.0,0,1
591,-11.0,0,11
592,-10.9,0,10
593,-10.3,0,4
594,-10.4,0,5
595,-10.3,0,4
596,-10.4,0,5
597,-10.6,0,7
598,-10.6,0,7
599,-10.3,0,4
600,-10.3,0,4
601,-10.1,0,2
602,-10.9,0,10
603,-10.3,0,4
604,-10.7,0,8
605,-10.8,0,9
606,-10.8,0,9
607,-10.1,0,2
608,-10.8,0,9
609,-10.9,0,10
610,-10.3,0,4
611,-10.0,0,1
612,-10.0,0,1
613,-10.3,0,4
614,-10.4,0,5
615,-10.8,0,9
616,-10.5,0,6
617,-10.9,0,10
618,-10.3,0,4
619,-10.7,0,8
620,-10.0,0,1
621,-10.9,0,10
622,-11.0,0,11
623,-10.3,0,4
624,-10.6,0,7
625,-10.0,0,1
626,-10.0,0,1
627,-10.2,0,3
628,-10.9,0,10
629,-10.0,0,1
630,-10.5,0,6
631,-10.2,0,3
632,-10.8,0,9
633,-10.8,0,9
634,-10.8,0,9
635,-10.9,0,10
636,-10.5,0,6
637,-10.2,0,3
638,-10.5,0,6
639,-10.1,0,2
640,-10.5,0,6
641,-10.9,0,10
642,89.60000000000001,1,5
643,-10.2,0,3
644,-10.2,0,3
645,-10.2,0,3
646,-10.3,0,4
647,-10.1,0,2
648,89.70000000000002,1,4
649,-10.4,0,5
650,-10.2,0,3
651,-10.5,0,6
652,-10.3,0,4
653,-10.2,0,3
654,-10.2,0,3
655,-10.3,0,4
656,-10.7,0,8
657,-11.0,0,11
658,-10.4,0,5
659,-10.6,0,7
660,-10.5,0,6
661,-10.8,0,9
662,-10.8,0,9
663,-10.5,0,6
664,-10.8,0,9
665,-10.8,0,9
666,-10.4,0,5
667,-10.3,0,4
668,-10.6,0,7
669,-10.5,0,6
670,-10.2,0,3
671,-10.6,0,7
672,-10.6,0,7
673,-10.4,0,5
674,-10.0,0,1
675,-10.2,0,3
676,-10.7,0,8
677,-10.2,0,3
678,-10.7,0,8
679,-10.1,0,2
680,-10.8,0,9
681,-10.6,0,7
682,-10.8,0,9
683,89.60000000000001,1,5
684,-10.1,0,2
685,-11.1,0,12
686,-10.3,0,4
687,-11.5,0,16
688,-10.4,0,5
689,-10.6,0,7
690,-10.8,0,9
691,-10.6,0,7
692,-10.2,0,3
693,-10.0,0,1
694,-10.1,0,2
695,-10.6,0,7
696,89.10000000000005,1,10
697,-11.0,0,11
698,-10.9,0,10
699,-10.0,0,1
700,-10.3,0,4
701,-10.6,0,7
702,-10.2,0,3
703,-10.4,0,5
704,-10.6,0,7
705,-10.0,0,1
706,-10.7,0,8
707,-10.8,0,9
708,-10.5,0,6
709,-10.0,0,1
710,-11.0,0,11
711,-10.2,0,3
712,-10.0,0,1
713,-10.5,0,6
714,-10.2,0,3
715,-10.1,0,2
716,-10.2,0,3
717,89.30000000000004,1,8
718,-10.6,0,7
719,-10.9,0,10
720,-10.3,0,4
721,-10.7,0,8
722,-10.3,0,4
723,-10.4,0,5
724,-10.8,0,9
725,-10.0,0,1
726,-10.0,0,1
727,-10.2,0,3
728,-10.1,0,2
729,-10.5,0,6
730,-10.8,0,9
731,-10.0,0,1
732,-10.5,0,6
733,-10.9,0,10
734,-10.3,0,4
735,-10.4,0,5
736,-10.9,0,10
737,-10.4,0,5
738,-10.3,0,4
739,-10.7,0,8
740,-10.4,0,5
741,-10.6,0,7
742,-10.0,0,1
743,-10.2,0,3
744,-10.2,0,3
745,-10.5,0,6
746,-10.1,0,2
747,-10.2,0,3
748,-10.3,0,4
749,-10.4,0,5
750,-11.1,0,12
751,-10.8,0,9
752,-10.9,0,10
753,-10.4,0,5
754,-10.9,0,10
755,-10.2,0,3
756,-10.1,0,2
757,-10.8,0,9
758,-10.7,0,8
759,-11.0,0,11
760,-10.3,0,4
761,-10.0,0,1
762,-10.5,0,6
763,-10.0,0,1
764,-10.1,0,2
765,-10.9,0,10
766,-10.6,0,7
767,-10.9,0,10
768,-10.7,0,8
769,-10.0,0,1
770,-10.9,0,10
771,-10.7,0,8
772,-10.4,0,5
773,-10.0,0,1
774,-10.8,0,9
775,-10.0,0,1
776,-10.6,0,7
777,-10.6,0,7
778,-10.6,0,7
779,-10.0,0,1
780,-10.4,0,5
781,-10.1,0,2
782,-10.1,0,2
783,-10.1,0,2
784,-10.9,0,10
785,-10.0,0,1
786,-10.6,0,7
787,-10.6,0,7
788,89.2,1,9
789,-10.6,0,7
790,-10.1,0,2
791,-10.1,0,2
792,-10.3,0,4
793,-10.7,0,8
794,-10.4,0,5
795,-10.2,0,3
796,-10.6,0,7
797,-10.2,0,3
798,-10.1,0,2
799,-10.0,0,1
800,-10.4,0,5
801,-10.8,0,9
802,-10.8,0,9
803,-10.4,0,5
804,-10.2,0,3
805,-10.0,0,1
806,-10.2,0,3
807,-10.2,0,3
808,89.40000000000002,1,7
809,-10.1,0,2
810,-10.7,0,8
811,-10.6,0,7
812,-10.8,0,9
813,-10.4,0,5
814,-10.1,0,2
815,-10.0,0,1
816,-10.2,0,3
817,-10.5,0,6
818,89.40000000000003,1,7
819,-10.0,0,1
820,-10.6,0,7
821,-10.3,0,4
822,-10.8,0,9
823,-10.9,0,10
824,89.20000000000005,1,9
825,-10.5,0,6
826,-11.0,0,11
827,-10.9,0,10
828,-10.7,0,8
829,-10.0,0,1
830,-10.1,0,2
831,-10.4,0,5
832,-10.8,0,9
833,-10.3,0,4
834,-10.3,0,4
835,-10.3,0,4
836,-10.2,0,3
837,-10.4,0,5
838,-10.7,0,8
839,-10.7,0,8
840,-10.3,0,4
841,-10.2,0,3
842,-10.8,0,9
843,-10.0,0,1
844,-10.3,0,4
845,-10.0,0,1
846,-10.2,0,3
847,-10.7,0,8
848,-10.0,0,1
849,-10.4,0,5
850,89.7,1,4
851,-10.3,0,4
852,-10.4,0,5
853,89.30000000000003,1,8
854,-10.4,0,5
855,-10.8,0,9
856,-10.8,0,9
857,-10.4,0,5
858,-10.3,0,4
859,-10.7,0,8
860,-10.8,0,9
861,89.50000000000001,1,6
862,-10.1,0,2
863,-10.0,0,1
864,-10.8,0,9
865,-10.7,0,8
866,-10.0,0,1
867,-10.5,0,6
868,-10.8,0,9
869,-10.6,0,7
870,-10.7,0,8
871,-10.6,0,7
872,-10.1,0,2
873,-10.4,0,5
874,-10.6,0,7
875,-10.7,0,8
876,-10.2,0,3
877,-10.5,0,6
878,-10.0,0,1
879,-10.7,0,8
880,-10.1,0,2
881,-10.3,0,4
882,-10.0,0,1
883,-10.7,0,8
884,-10.5,0,6
885,89.10000000000002,1,10
886,-10.4,0,5
887,-10.1,0,2
888,-10.9,0,10
889,-10.3,0,4
890,-10.0,0,1
891,89.00000000000004,1,11
892,-10.7,0,8
893,-10.4,0,5
894,-10.7,0,8
895,-10.7,0,8
896,-10.7,0,8
897,-10.8,0,9
898,-10.9,0,10
899,-10.6,0,7
900,-10.2,0,3
901,-10.8,0,9
902,-10.8,0,9
903,-10.6,0,7
904,-10.2,0,3
905,-10.2,0,3
906,-10.7,0,8
907,-11.0,0,11
908,-10.5,0,6
909,-10.8,0,9
910,-10.9,0,10
911,-10.5,0,6
912,-10.9,0,10
913,-10.7,0,8
914,-10.6,0,7
915,-10.7,0,8
916,-10.6,0,7
917,-10.2,0,3
918,-10.4,0,5
919,-10.8,0,9
920,-10.2,0,3
921,-10.7,0,8
922,-10.1,0,2
923,89.10000000000002,1,10
924,-10.9,0,10
925,-10.5,0,6
926,-10.6,0,7
927,-10.4,0,5
928,-10.1,0,2
929,-10.9,0,10
930,-10.6,0,7
931,-10.1,0,2
932,-10.8,0,9
933,-10.5,0,6
934,-10.9,0,10
935,-10.3,0,4
936,-10.7,0,8
937,-10.4,0,5
938,-10.2,0,3
939,-10.6,0,7
940,-10.1,0,2
941,-10.0,0,1
942,-10.7,0,8
943,-10.1,0,2
944,-10.3,0,4
945,-10.3,0,4
946,-10.2,0,3
947,-10.5,0,6
948,-10.0,0,1
949,-10.2,0,3
950,-10.6,0,7
951,-10.0,0,1
952,-10.4,0,5
953,-10.9,0,10
954,-10.0,0,1
955,-10.4,0,5
956,-10.7,0,8
957,-10.1,0,2
958,-10.9,0,10
959,-10.8,0,9
960,-10.8,0,9
961,-10.4,0,5
962,-10.4,0,5
963,-10.3,0,4
964,-10.9,0,10
965,-10.7,0,8
966,-10.5,0,6
967,-10.7,0,8
968,-10.2,0,3
969,-10.1,0,2
970,-10.1,0,2
971,-10.1,0,2
972,-10.8,0,9
973,-10.3,0,4
974,-10.7,0,8
975,-10.1,0,2
976,-10.3,0,4
977,-11.1,0,12
978,-10.6,0,7
979,-10.5,0,6
980,-10.7,0,8
981,-10.8,0,9
982,-10.2,0,3
983,-10.5,0,6
984,-10.0,0,1
985,-10.1,0,2
986,-10.7,0,8
987,-10.4,0,5
988,-10.4,0,5
989,-10.1,0,2
990,89.10000000000001,1,10
991,89.60000000000001,1,5
992,-10.8,0,9
993,89.10000000000001,1,10
994,-10.8,0,9
995,-10.2,0,3
996,-10.0,0,1
997,-10.5,0,6
998,-10.1,0,2
999,-10.3,0,4
1000,-10.7,0,8
1001,-10.3,0,4
1002,-10.1,0,2
1003,-11.0,0,11
1004,-10.0,0,1
1005,-10.0,0,1
1006,-11.1,0,12
1007,-10.8,0,9
1008,-10.8,0,9
1009,-11.1,0,12
1010,89.20000000000003,1,9
1011,-10.9,0,10
1012,-10.8,0,9
1013,-10.5,0,6
1014,-10.6,0,7
1015,-10.5,0,6
1016,-11.9,0,20
1017,-10.8,0,9
1018,-10.6,0,7
1019,-10.2,0,3
1020,-10.1,0,2
1021,-10.2,0,3
1022,-10.3,0,4
1023,-10.5,0,6
1024,-10.4,0,5
1025,-10.4,0,5
1026,-10.9,0,10
1027,-11.2,0,13
1028,-10.3,0,4
1029,-10.7,0,8
1030,-10.3,0,4
1031,-10.7,0,8
1032,-10.9,0,10
1033,-10.4,0,5
1034,89.4,1,7
1035,-10.1,0,2
1036,-10.3,0,4
1037,-10.9,0,10
1038,-10.8,0,9
1039,89.4,1,7
1040,-10.9,0,10
1041,-10.3,0,4
1042,89.10000000000002,1,10
1043,88.90000000000002,1,12
1044,-11.1,0,12
1045,-11.9,0,20
1046,-10.9,0,10
1047,-10.1,0,2
1048,-10.3,0,4
1049,-10.1,0,2
1050,-10.8,0,9
1051,-10.4,0,5
1052,-10.5,0,6
1053,-10.8,0,9
1054,-10.7,0,8
1055,-10.4,0,5
1056,-10.7,0,8
1057,-10.8,0,9
1058,-10.3,0,4
1059,-10.7,0,8
1060,-10.8,0,9
1061,89.30000000000001,1,8
1062,-10.4,0,5
1063,-10.7,0,8
1064,-10.0,0,1
1065,-10.8,0,9
1066,-10.5,0,6
1067,-10.7,0,8
1068,-10.0,0,1
1069,-10.6,0,7
1070,-10.5,0,6
1071,-10.9,0,10
1072,-10.3,0,4
1073,-10.4,0,5
1074,-10.4,0,5
1075,-10.9,0,10
1076,-10.3,0,4
1077,-10.0,0,1
1078,89.80000000000001,1,3
1079,-10.1,0,2
1080,-10.4,0,5
1081,-10.5,0,6
1082,-10.6,0,7
1083,89.10000000000002,1,10
1084,-10.4,0,5
1085,-10.7,0,8
1086,-10.1,0,2
1087,-10.0,0,1
1088,-10.3,0,4
1089,-10.2,0,3
1090,-10.0,0,1
1091,-10.8,0,9
1092,-10.4,0,5
1093,-10.7,0,8
1094,-10.8,0,9
1095,-10.3,0,4
1096,-10.1,0,2
1097,-10.2,0,3
1098,-10.2,0,3
1099,-10.9,0,10
1100,-10.8,0,9
1101,89.10000000000002,1,10
1102,-10.4,0,5
1103,-10.0,0,1
1104,-10.0,0,1
1105,-10.3,0,4
1106,-10.1,0,2
1107,-10.3,0,4
1108,-10.8,0,9
1109,-10.4,0,5
1110,-10.6,0,7
1111,-10.5,0,6
1112,-10.4,0,5
1113,-10.7,0,8
1114,-10.6,0,7
1115,-10.3,0,4
1116,-10.3,0,4
1117,-10.7,0,8
1118,-10.7,0,8
1119,-10.7,0,8
1120,-10.9,0,10
1121,-10.7,0,8
1122,-10.3,0,4
1123,-10.8,0,9
1124,-10.7,0,8
1125,-10.7,0,8
1126,-10.8,0,9
1127,-10.5,0,6
1128,-10.2,0,3
1129,-10.8,0,9
1130,-10.0,0,1
1131,-10.6,0,7
1132,-10.9,0,10
1133,-10.3,0,4
1134,-10.7,0,8
1135,89.50000000000003,1,6
1136,89.40000000000002,1,7
1137,-11.0,0,11
1138,-10.8,0,9
1139,-10.2,0,3
1140,-10.5,0,6
1141,-10.2,0,3
1142,-10.7,0,8
1143,-10.6,0,7
1144,-10.2,0,3
1145,-10.8,0,9
1146,-10.4,0,5
1147,-10.6,0,7
1148,-10.6,0,7
1149,-10.4,0,5
1150,-10.1,0,2
1151,-10.2,0,3
1152,-10.4,0,5
1153,-10.1,0,2
1154,-10.0,0,1
1155,-10.6,0,7
1156,-10.0,0,1
1157,-10.3,0,4
1158,-10.5,0,6
1159,-10.5,0,6
1160,-10.0,0,1
1161,-10.0,0,1
1162,-10.5,0,6
1163,-10.9,0,10
1164,-10.7,0,8
1165,-10.5,0,6
1166,-10.9,0,10
1167,-10.3,0,4
1168,-10.1,0,2
1169,-10.6,0,7
1170,-10.0,0,1
1171,-10.1,0,2
1172,-10.8,0,9
1173,-10.1,0,2
1174,-10.0,0,1
1175,-10.3,0,4
1176,-10.4,0,5
1177,-10.6,0,7
1178,-10.8,0,9
1179,-10.6,0,7
1180,-10.3,0,4
1181,89.30000000000004,1,8
1182,-10.6,0,7
1183,-10.0,0,1
1184,89.10000000000002,1,10
1185,-10.9,0,10
1186,-10.7,0,8
1187,-10.3,0,4
1188,-10.9,0,10
1189,-10.5,0,6
1190,-10.2,0,3
1191,-10.1,0,2
1192,-10.1,0,2
1193,-10.1,0,2
1194,-10.5,0,6
1195,-10.6,0,7
1196,-10.3,0,4
1197,-10.3,0,4
1198,-10.0,0,1
1199,-10.5,0,6
1200,-10.8,0,9
1201,-10.3,0,4
1202,-10.5,0,6
1203,-10.7,0,8
1204,-10.9,0,10
1205,-10.4,0,5
1206,-10.7,0,8
1207,-11.2,0,13
1208,-10.1,0,2
1209,-10.4,0,5
1210,-10.5,0,6
1211,189.10000000000005,2,10
1212,-10.2,0,3
1213,-10.4,0,5
1214,-10.3,0,4
1215,-10.6,0,7
1216,-10.8,0,9
1217,-10.7,0,8
1218,-10.8,0,9
1219,-10.1,0,2
1220,-10.8,0,9
1221,-10.8,0,9
1222,-10.2,0,3
1223,-10.0,0,1
1224,-10.0,0,1
1225,-10.9,0,10
1226,-10.0,0,1
1227,-10.2,0,3
1228,-10.9,0,10
1229,-10.2,0,3
1230,-10.7,0,8
1231,-10.7,0,8
1232,-10.3,0,4
1233,-10.3,0,4
